_id,Description,Sample Description,Sample No.,Date Sample Collected,Comments,Sample Matrix Code,Sample Matrix,Sample Type (comp./grab),Sample Collected by,Time Sample Collected,Temperature,Dissolved Oxygen,pH,E.Cond.,Secchi Depth,Salinity (Field),E. coli,Thermotolerant coliforms,Intestinal enterococci,Chlorophyll a,Chloro-a Phenophytin ratio,BOD5,Suspended Solids,Organic Carbon - Total,Ammonia as N,Nitrate + Nitrite as N,Phosphate as P,Total Nitrogen as N,Total Phosphorus as P,TKN as N (TN-NOX)
1,"","",,,"","","","","","",TEMPERATURE,DO,PH,E.Cond.,"",Salinity (Field),ECOLI,FAECAL_COLI_MF,ENTEROCOCCI,CHLOROPHYLL_A,"",BOD,SUSPENDED_SOLI,TOC,AMMONIA_N,NOX,ORTHO_P,TN_PERSULPHATE,TP_PERSULPHATE,TKN
2,Units,"",,,"","","","","","",oC,mg/L,pH Units,us/cm,m,ppt,cfu/100mL,cfu/100mL,cfu/100mL,ug/L,ratio,mg/L,mg/L,mg/L C,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
353,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:00:00,26.3,4.9,7.7,44300,0.8,28.6,6 EST,65,1 EST,4,1.1,<3,13,3,<0.005,<0.005,0.059,0.37,0.12,0.37
354,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:05:00,26.2,5.2,7.8,45100,"",29.2,"","","","","",<3,"",3,<0.005,<0.005,"",0.38,"",0.38
355,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:25:00,26.4,4.9,7.8,44600,0.8,28.9,<1,50,1 EST,7.1,1.1,<3,6,3,<0.005,<0.005,0.063,0.35,0.13,0.35
356,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:30:00,26.3,5,7.8,45000,"",29.1,"","","","","",<3,"",3,<0.005,<0.005,"",0.35,"",0.35
357,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:50:00,26.6,4.1,7.7,43600,0.85,28.1,4 EST,43,1 EST,6.2,1.1,<3,4,3,<0.005,<0.005,0.068,0.39,0.13,0.39
358,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,08:55:00,26.6,5.2,7.7,43700,"",28.2,"","","","","",<3,"",3,<0.005,<0.005,"",0.39,"",0.39
359,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:15:00,26.9,4.3,7.6,39200,0.9,24.9,5 EST,55,1 EST,7.1,1.1,<3,14,3,<0.005,<0.005,0.082,0.45,0.16,0.45
360,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:20:00,26.7,4.3,7.7,42600,"",27.4,"","","","","",<3,"",3,<0.005,<0.005,"",0.38,"",0.38
361,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:40:00,26.9,4.6,7.7,42100,0.9,27.1,3 EST,73,1 EST,7.1,1.1,<3,21,4,<0.005,<0.005,0.085,0.43,0.15,0.43
362,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,09:45:00,26.7,4.5,7.7,43000,"",27.7,"","","","","",<3,"",3,<0.005,<0.005,"",0.38,"",0.38
363,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:00:00,27.1,4.5,7.6,40800,0.9,26.1,2 EST,190,5 EST,8.9,1.1,<3,22,3,0.005,0.011,0.097,0.44,0.17,0.43
364,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:05:00,27,4.6,7.7,41200,"",26.4,"","","","","",<3,"",3,0.005,0.009,"",0.44,"",0.43
365,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:25:00,27.6,6.5,7.5,39500,0.85,25.2,2 EST,73,4 EST,4.4,1.1,<3,22,3,0.019,0.019,0.11,0.43,0.18,0.41
366,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:30:00,27.2,7.3,7.6,39800,"",25.4,"","","","","",<3,"",4,0.017,0.017,"",0.45,"",0.43
367,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:45:00,27.7,4.9,7.4,33100,0.95,20.7,25,97,9 EST,6.2,1.1,<3,17,4,0.034,0.034,0.1,0.48,0.17,0.44
368,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2016-03-23T00:00:00,"",SAL,Saline Water,Grab,Sampler 2,10:50:00,27.3,5,7.5,36200,"",22.9,"","","","","",<3,"",4,0.039,0.026,"",0.44,"",0.41
369,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2016-03-23T00:00:00,"",STP,Sewage,Grab,Sampler 2,11:55:00,29.9,7.1,7.4,866,"",0.4,2 EST,5 EST,1 EST,<1,1,<3,4,8,0.027,0.049,0.71,0.84,0.78,0.79
370,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,07:25:00,24.6,6.7,7.8,46500,1.5,30.2,5 EST,18,12,5.3,1.1,<3,8,3,<0.005,<0.005,0.063,0.35,0.11,0.35
371,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,07:35:00,24.6,6.8,7.8,46800,"",30.4,"","","","","",<3,"",3,<0.005,<0.005,"",0.33,"",0.33
372,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,08:00:00,24.8,6.1,7.8,48000,1.5,31.3,9 EST,14,3 EST,8,1.1,<3,3,3,<0.005,<0.005,0.067,0.34,0.11,0.34
373,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:10:00,24.8,6,7.8,48000,"",31.2,"","","","","",3,"",3,<0.005,<0.005,"",0.34,"",0.34
374,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,08:20:00,24.9,7.5,7.8,47000,1.5,30.5,5 EST,29,2 EST,12,1.2,<3,12,3,<0.005,<0.005,0.071,0.35,0.12,0.35
375,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:30:00,24.9,8.5,7.8,47100,"",30.6,"","","","","",<3,"",3,<0.005,<0.005,"",0.35,"",0.35
376,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,08:50:00,24.9,7.6,7.8,45200,1.6,29.3,4 EST,15,<1,7.1,1.1,<3,7,4,<0.005,<0.005,0.087,0.39,0.14,0.39
377,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:00:00,24.9,8.6,7.8,46000,"",29.8,"","","","","",<3,"",4,<0.005,<0.005,"",0.39,"",0.39
378,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,09:10:00,25.2,5.7,7.8,43700,1.2,28.2,6 EST,17,4 EST,8,1.1,3,23,4,<0.005,<0.005,0.11,0.42,0.17,0.42
379,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:20:00,25,5.4,7.8,45300,"",29.3,"","","","","",3,"",4,<0.005,<0.005,"",0.39,"",0.39
380,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,09:30:00,25.3,5.5,7.8,43900,1,28.3,5 EST,18,1 EST,8,1.1,3,21,4,<0.005,<0.005,0.1,0.4,0.16,0.4
381,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:40:00,25.2,5.3,7.7,44400,"",28.6,"","","","","",<3,"",4,<0.005,<0.005,"",0.39,"",0.39
382,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,09:50:00,25.6,5.2,7.6,38300,1.2,24.3,14,32,3 EST,6.2,1.1,<3,6,4,0.034,0.033,0.11,0.42,0.15,0.38
383,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,10:00:00,25.5,5.2,7.7,41900,"",26.9,"","","","","",<3,"",4,0.017,0.017,"",0.44,"",0.42
384,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2016-04-21T00:00:00,small amount of scum on surface of water.,SAL,Saline Water,Grab,Sampler 6,10:10:00,25.6,5.1,7.5,38000,1.2,24.1,24,41,7 EST,3.6,1,<3,7,3,0.055,0.044,0.1,0.43,0.14,0.38
385,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2016-04-21T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,10:15:00,25.3,4.9,7.5,39500,"",25.1,"","","","","",<3,"",3,0.055,0.039,"",0.42,"",0.38
386,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2016-04-21T00:00:00,"",STP,Sewage,Grab,Sampler 6,11:20:00,29,8.2,7.4,770,"",0.4,4 EST,34,<1,1.8,1,<3,3,8,0.024,0.047,0.99,0.86,1.06,0.82
387,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:00:00,19.1,10.1,7.7,48400,1.4,31.4,3 EST,22,<1,5.3,1.1,<3,19,3,<0.005,<0.005,0.064,0.34,0.1,0.34
388,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:05:00,19.1,10.8,7.8,48700,"",31.7,"","","","","",3,"",4,<0.005,<0.005,"",0.34,"",0.34
389,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:40:00,19.3,8.8,7.7,46900,1.3,30.4,5 EST,23,2 EST,7.3,1.2,3,3,4,<0.005,<0.005,0.11,0.4,0.15,0.4
390,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,08:48:00,19.3,9.8,7.8,48700,"",31.7,"","","","","",3,"",3,<0.005,<0.005,"",0.37,"",0.37
391,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:08:00,19.6,6.7,7.7,46300,1.3,29.9,3 EST,22,4 EST,8.7,1.2,3,11,4,<0.005,<0.005,0.11,0.43,0.15,0.43
392,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:15:00,19.6,6.7,7.8,47500,"",30.8,"","","","","",<3,"",4,<0.005,<0.005,"",0.39,"",0.39
393,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:30:00,20,5.9,7.6,44900,1.3,28.9,4 EST,34,3 EST,8,1.2,<3,5,4,0.006,0.017,0.19,0.46,0.23,0.44
394,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:38:00,19.8,5.9,7.7,46600,"",30.1,"","","","","",<3,"",4,0.006,<0.005,"",0.39,"",0.39
395,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,09:54:00,19.7,8.6,7.6,45700,1.3,29.5,5 EST,25,3 EST,8,1.2,<3,<2,4,0.022,0.022,0.11,0.43,0.15,0.41
396,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:00:00,19.8,9,7.6,45900,"",29.6,"","","","","",<3,"",4,0.018,0.018,"",0.41,"",0.39
397,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:08:00,19.6,5.8,7.5,43800,1.3,28.1,7 EST,41,6 EST,3.3,1.1,<3,13,4,0.042,0.037,0.11,0.41,0.14,0.37
398,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:19:00,19.6,5.9,7.5,43900,"",28.2,"","","","","",<3,"",4,0.042,0.037,"",0.4,"",0.37
399,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:34:00,19.3,8.7,7.4,42100,1.3,26.9,12 EST,40,13,2.7,1,<3,21,3,0.057,0.05,0.098,0.41,0.13,0.36
400,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:42:00,19.4,9.5,7.4,42200,"",27,"","","","","",<3,"",3,0.055,0.05,"",0.42,"",0.37
401,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,10:56:00,19.2,6.1,7.3,40800,1.3,26,40,58,45,2,1,<3,13,4,0.052,0.055,0.075,0.41,0.11,0.35
402,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2016-06-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 1,11:03:00,19.2,6.2,7.4,40900,"",26.1,"","","","","",<3,"",3,0.053,0.055,"",0.39,"",0.33
403,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2016-06-01T00:00:00,"",STP,Sewage,Grab,Sampler 1,12:05:00,25.5,8.6,7.1,783,"",0.4,<1,1 EST,<1,3.3,1.1,<3,4,8,0.018,0.09,1.04,0.9,1.09,0.81
404,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,07:30:00,14.6,11,7.5,26200,1,15.9,50,270,41,3.6,1,<3,3,5,0.13,0.17,0.06,0.63,0.08,0.47
405,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,07:40:00,15.1,11.8,7.7,31800,"",19.6,"","","","","",<3,"",5,0.12,0.14,"",0.59,"",0.45
406,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:05:00,15.2,7.5,7.5,21700,1,12.9,68,260,50,8.9,1.1,3,3,5,0.15,0.15,0.072,0.69,0.1,0.54
407,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:15:00,15.9,7.4,7.8,13300,"",20.8,"","","","","",<3,"",5,0.13,0.12,"",0.59,"",0.47
408,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:30:00,15.9,7.1,7.4,19200,0.85,11.3,59,250,41,3.6,1,<3,8,6,0.16,0.15,0.073,0.71,0.1,0.56
409,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:40:00,16.2,7,7.6,29900,"",18.4,"","","","","",3,"",5,0.17,0.13,"",0.65,"",0.52
410,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:55:00,16.2,9.8,7.3,15100,0.85,8.7,65,240,62,1.8,1,<3,<2,6,0.15,0.13,0.053,0.65,0.07,0.52
411,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:05:00,16,9.4,7.4,11400,"",12.8,"","","","","",3,"",6,0.17,0.14,"",0.66,"",0.53
412,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:25:00,16.1,9.8,7.3,12300,1,8.2,140,270,58,1.8,1,<3,5,6,0.16,0.13,0.052,0.64,0.07,0.51
413,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:35:00,16.4,10,7.4,26900,"",16.4,"","","","","",<3,"",5,0.19,0.13,"",0.66,"",0.52
414,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:40:00,16.1,7,7.2,10300,0.8,5.8,91 EST,280,65,1.8,1,<3,4,6,0.13,0.12,0.038,0.59,0.06,0.47
415,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:50:00,16.2,6,7.2,18100,"",10.6,"","","","","",<3,"",6,0.16,0.13,"",0.62,"",0.5
416,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,10:00:00,16.1,9.7,7.3,4370,0.85,2.3,76,350,73,1.8,1,<3,<2,7,0.096,0.11,0.025,0.58,0.05,0.47
417,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,10:10:00,16.2,9.8,7.1,10900,"",6.1,"","","","","",<3,"",6,0.12,0.12,"",0.6,"",0.48
418,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2016-06-29T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,10:20:00,16,8.6,7.3,1980,0.85,1,68,170,66,<1,1,3,<2,7,0.077,0.11,0.015,0.55,0.04,0.44
419,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2016-06-29T00:00:00,"1.5m Sample and reading taken from bottom, 0.85m",SAL,Saline Water,Grab,Sampler 6,10:30:00,16.7,6.1,7.1,23400,"",14.1,"","","","","",<3,"",6,0.24,0.13,"",0.84,"",0.71
420,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2016-06-29T00:00:00,"",STP,Sewage,Grab,Sampler 6,11:30:00,23.4,9.2,7.2,698,"",0.3,300,320,31,<1,1,<3,<2,7,0.022,0.74,0.38,1.5,0.43,0.76
421,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,07:55:00,18.8,8.4,7.7,40900,1.7,26,28,160,9 EST,3.2,1,<3,7,3,0.017,0.022,0.077,0.34,0.11,0.31
422,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,08:04:00,18.8,8.2,7.7,41000,"",26.1,"","","","","",<3,"",3,0.019,0.021,0.079,0.34,0.11,0.32
423,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,08:35:00,18.9,7.2,7.7,42300,1.6,27,23,42,5 EST,12,1.2,<3,15,4,0.018,0.022,0.083,0.38,0.11,0.36
424,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,08:42:00,18.9,7.3,7.8,41800,"",26.7,"","","","","",<3,"",3,0.017,0.02,0.079,0.36,0.1,0.34
425,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,09:05:00,18.8,7,7.7,38200,1.6,24.1,15,36,10 EST,16,1.2,<3,5,4,0.027,0.035,0.11,0.42,0.14,0.38
426,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,09:12:00,18.8,7.2,7.7,39000,"",24.7,"","","","","",<3,"",3,0.02,0.027,0.094,0.38,0.12,0.35
427,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,09:40:00,19.1,6.6,7.6,35700,1.6,22.4,12,120,5 EST,20,1.2,<3,4,4,0.036,0.05,0.14,0.5,0.18,0.45
428,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,09:46:00,18.9,7,7.7,38500,"",24.4,"","","","","",<3,"",4,0.034,0.034,0.11,0.43,0.15,0.4
429,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,10:00:00,19.1,7.2,7.6,36900,1.6,23.3,8 EST,16 EST,10,15,1.2,<3,3,4,0.035,0.049,0.14,0.48,0.18,0.43
430,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,10:08:00,19,7,7.7,39500,"",25.1,"","","","","",<3,"",3,0.03,0.026,0.094,0.4,0.13,0.37
431,North Pine Mid-Field Monitoring,MFMP 6 - Surface,11,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,10:21:00,19.4,6.6,7.6,35400,1.6,22.2,9 EST,64 EST,7 EST,11,1.1,<3,2,4,0.052,0.065,0.18,0.51,0.21,0.44
432,North Pine Mid-Field Monitoring,MFMP 6 - 1.5m,12,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,10:30:00,19.1,5.7,7.6,37600,"",23.8,"","","","","",<3,"",4,0.053,0.048,0.14,0.48,0.18,0.43
433,North Pine Mid-Field Monitoring,MFMP 7 - Surface,13,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,11:00:00,19.5,7.3,7.4,31200,2,19.4,9 EST,82 EST,18,9.6,1.1,<3,3,4,0.08,0.066,0.13,0.46,0.16,0.4
434,North Pine Mid-Field Monitoring,MFMP 7 - 1.5m,14,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,11:05:00,19.3,7.3,7.4,33600,"",21,"","","","","",<3,"",4,0.08,0.065,0.14,0.5,0.18,0.44
435,North Pine Mid-Field Monitoring,MFMP 8 - Surface,15,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,11:28:00,19.4,5.9,7.3,27900,2,17.1,22,26,22,5.3,1.1,<3,3,4,0.071,0.072,0.085,0.45,0.1,0.37
436,North Pine Mid-Field Monitoring,MFMP 8 - 1.5m,16,2016-07-21T00:00:00,large amount of debris in water,SAL,Saline Water,Grab,Sampler 2,11:35:00,19.2,5.7,7.3,29400,"",18.1,"","","","","",<3,"",4,0.077,0.069,0.091,0.46,0.1,0.39
437,North Pine Mid-Field Monitoring,MFMP 9 - STP Effluent,17,2016-07-21T00:00:00,large amount of debris in water,STP,Sewage,Grab,Sampler 2,12:40:00,25.1,8.7,7.3,764,"",0.4,2 EST,4 EST,<1,1.1,1,<3,7,9,0.06,0.54,2.05,1.49,2.34,0.94
438,North Pine Mid-Field Monitoring,MFMP 1 - Surface,1,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,07:35:00,19.6,7.2,7.6,45900,1.35,29.6,3 EST,6 EST,3 EST,3.2,1.1,<3,25,3,0.063,0.066,0.067,0.47,0.09,0.4
439,North Pine Mid-Field Monitoring,MFMP 1 - 1.5m,2,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,07:40:00,19.7,7.2,7.6,45900,"",29.7,"","","","","",<3,"",3,0.057,0.069,0.067,0.43,0.09,0.36
440,North Pine Mid-Field Monitoring,MFMP 2 - Surface,3,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:10:00,19.8,6.3,7.6,46400,1.3,30,2 EST,7 EST,3 EST,3.7,1.1,3,24,3,0.059,0.066,0.07,0.46,0.1,0.39
441,North Pine Mid-Field Monitoring,MFMP 2 - 1.5m,4,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:15:00,19.8,6.4,7.6,46300,"",30,"","","","","",<3,"",3,0.057,0.065,0.069,0.43,0.09,0.37
442,North Pine Mid-Field Monitoring,MFMP 3 - Surface,5,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:35:00,19.9,5.8,7.6,44900,1.15,29,3 EST,5 EST,<1,4.8,1.1,<3,12,3,0.065,0.069,0.074,0.5,0.1,0.43
443,North Pine Mid-Field Monitoring,MFMP 3 - 1.5m,6,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,08:40:00,19.9,5.8,7.6,45300,"",29.2,"","","","","",<3,"",3,0.067,0.069,0.077,0.47,0.1,0.4
444,North Pine Mid-Field Monitoring,MFMP 4 - Surface,7,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:05:00,20,7.4,7.7,43600,0.95,28,4 EST,5 EST,<1,4.8,1.1,<3,16,3,0.083,0.073,0.083,0.5,0.11,0.43
445,North Pine Mid-Field Monitoring,MFMP 4 - 1.5m,8,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:10:00,20,7.7,7.6,44300,"",28.5,"","","","","",<3,"",3,0.08,0.072,0.081,0.51,0.11,0.44
446,North Pine Mid-Field Monitoring,MFMP 5 - Surface,9,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:25:00,20.3,5.8,7.5,41900,0.8,26.8,5 EST,12 EST,2 EST,4.8,1.1,<3,12,3,0.084,0.076,0.097,0.5,0.13,0.42
447,North Pine Mid-Field Monitoring,MFMP 5 - 1.5m,10,2016-09-01T00:00:00,"",SAL,Saline Water,Grab,Sampler 6,09:30:00,20,5.5,7.6,44200,"",28.4,"","","","","",<3,"",3,0.083,0.074,0.083,0.48,0.11,0.41
